ID	naam image	Genus	species (& subtaxa)	O(rchid. Cat.) nr.	land van herkomst	locatie	cultuur	veldcollectie	bijzonderheden	dag/maand	jaar	foto gemaakt door	afgebeeld	overige bijzonderheden; (belangrijke) synoniemen
4120		Aspasia	variegata Lindl.	"4118, 4119, 4120"	[Brazilië; Rondônia]		Botanische Tuinen Universiteit Utrecht 00ZW10814 ['86]	[P.J.M. & H. Maas 396]		2-Jan	1974	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
6962		Pleurothallis		"6962, 6963, 6964, 6965"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/05	1978	L.Y.Th. Westra	"hab1, 3x det1"
6963		Pleurothallis		"6962, 6963, 6964, 6965"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/05	1978	L.Y.Th. Westra	"hab1, 3x det1"
6979		Pleurothallis		"6979, 6980, 6981, 6982"			"J.M. Wubben, Hollandsche Rading"			6-Oct	1978	L.Y.Th. Westra	"hab1, 3x det1"
6980		Pleurothallis		"6979, 6980, 6981, 6982"			"J.M. Wubben, Hollandsche Rading"			6-Oct	1978	L.Y.Th. Westra	"hab1, 3x det1"
7087		Pleurothallis		"7087, 7088, 7089"	[Peru]		"J.M. Wubben, Hollandsche Rading"			8-May	1978	L.Y.Th. Westra	"hab1, 2x det1"
7088		Pleurothallis		"7087, 7088, 7089"	[Peru]		"J.M. Wubben, Hollandsche Rading"			8-May	1978	L.Y.Th. Westra	"hab1, 2x det1"
7247		Pleurothallis		"7247, 7248, 7249, 7250"			"J.M. Wubben, Hollandsche Rading"			12-Sep	1978	L.Y.Th. Westra	"hab1, 3x det1"
7248		Pleurothallis		"7247, 7248, 7249, 7250"			"J.M. Wubben, Hollandsche Rading"			12-Sep	1978	L.Y.Th. Westra	"hab1, 3x det1"
7249		Pleurothallis		"7247, 7248, 7249, 7250"			"J.M. Wubben, Hollandsche Rading"			12-Sep	1978	L.Y.Th. Westra	"hab1, 3x det1"
7272		Pleurothallis		"7272, 7273, 7274"			"J.M. Wubben, Hollandsche Rading"			23/12	1978	L.Y.Th. Westra	"hab1, 2x det1"
7274		Pleurothallis		"7272, 7273, 7274"			"J.M. Wubben, Hollandsche Rading"			23/12	1978	L.Y.Th. Westra	"hab1, 2x det1"
7387		Pleurothallis		"7387, 7388, 7389"			Cantonspark Baarn			4-Jun	1979	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
7388		Pleurothallis		"7387, 7388, 7389"			Cantonspark Baarn			4-Jun	1979	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
7592		Pleurothallis		"7592, 7593, 7594, 7595"			"J.M. Wubben, Hollandsche Rading"			16/06	1979	L.Y.Th. Westra	"hab1, 3x det1"	-> (35/36) deels gesluierd door strooilicht
7594		Pleurothallis		"7592, 7593, 7594, 7595"			"J.M. Wubben, Hollandsche Rading"			16/06	1979	L.Y.Th. Westra	"hab1, 3x det1"	-> (35/36) deels gesluierd door strooilicht
7775		Pleurothallis		"7775, 7776, 7777"			Cantonspark Baarn 11487			20/09	1979	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"	P. grobyi complex
7776		Pleurothallis		"7775, 7776, 7777"			Cantonspark Baarn 11487			20/09	1979	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"	P. grobyi complex
7793		Pleurothallis		"7793, 7794, 7795"			"J.M. Wubben, Hollandsche Rading"			12-Aug	1979	L.Y.Th. Westra	"hab1, 2x det1"
7794		Pleurothallis		"7793, 7794, 7795"			"J.M. Wubben, Hollandsche Rading"			12-Aug	1979	L.Y.Th. Westra	"hab1, 2x det1"
7854		Pleurothallis		"7854, 7855"			"J.M. Wubben, Hollandsche Rading"			3-Jan	1980	L.Y.Th. Westra	"hab1, det1"
7855		Pleurothallis		"7854, 7855"			"J.M. Wubben, Hollandsche Rading"			3-Jan	1980	L.Y.Th. Westra	"hab1, det1"
7856		Pleurothallis		"7856, 7857, 7858"	[Colombia; Magdalena]; [Sierra Nevada de Santa Marta]		Botanische Tuinen Universiteit Utrecht 00ZW11430	[A.M. Cleef]		23/02	1980	L.Y.Th. Westra	"hab1, 2x det1"
7858		Pleurothallis		"7856, 7857, 7858"	[Colombia; Magdalena]; [Sierra Nevada de Santa Marta]		Botanische Tuinen Universiteit Utrecht 00ZW11430	[A.M. Cleef]		23/02	1980	L.Y.Th. Westra	"hab1, 2x det1"
8093		Pleurothallis		"8093, 8094, 8095"			"J.M. Wubben, Hollandsche Rading"			8-Feb	1980	L.Y.Th. Westra	"hab1, 2x det1"
8095		Pleurothallis		"8093, 8094, 8095"			"J.M. Wubben, Hollandsche Rading"			8-Feb	1980	L.Y.Th. Westra	"hab1, 2x det1"
8258		Pleurothallis		"8258, 8259, 8260"	[Cuba]		"J.M. Wubben, Hollandsche Rading"			25/10	1980	L.Y.Th. Westra	"hab1, 2x det1"
8259		Pleurothallis		"8258, 8259, 8260"	[Cuba]		"J.M. Wubben, Hollandsche Rading"			25/10	1980	L.Y.Th. Westra	"hab1, 2x det1"
8330		Pleurothallis		"8330, 8331, 8332"	[Colombia]		Cantonspark Baarn 00ZW11759	[A.M. Cleef]		19/12	1980	L.Y.Th. Westra	"hab1, 2x det1"
8332		Pleurothallis		"8330, 8331, 8332"	[Colombia]		Cantonspark Baarn 00ZW11759	[A.M. Cleef]		19/12	1980	L.Y.Th. Westra	"hab1, 2x det1"
8405		Pleurothallis		"8405, 8506, 8407"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1980]"		17/01	1981	L.Y.Th. Westra	"hab1, 2x det1"
8841		Pleurothallis		"8841, 8842, 8843, 8844"	[Brazilië]		"hr. Mulder, Wageningen"			9-May	1981	L.Y.Th. Westra	"hab1, 3x det1"
8842		Pleurothallis		"8841, 8842, 8843, 8844"	[Brazilië]		"hr. Mulder, Wageningen"			9-May	1981	L.Y.Th. Westra	"hab1, 3x det1"
8849		Pleurothallis		"8849, 8850, 8851"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			19/09	1981	L.Y.Th. Westra	"hab1, 2x det1"
8850		Pleurothallis		"8849, 8850, 8851"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			19/09	1981	L.Y.Th. Westra	"hab1, 2x det1"
9026		Pleurothallis		"9026, 9027, 9028"			[priv‚ coll.]			3-Jun	1982	L.Y.Th. Westra	"hab1, 2x det1"
9027		Pleurothallis		"9026, 9027, 9028"			[priv‚ coll.]			3-Jun	1982	L.Y.Th. Westra	"hab1, 2x det1"
9028		Pleurothallis		"9026, 9027, 9028"			[priv‚ coll.]			3-Jun	1982	L.Y.Th. Westra	"hab1, 2x det1"
9098		Pleurothallis		"9098, 9099, 9100"	[Peru]		"J.M. Wubben, Hollandsche Rading"			01+02/05	1982	L.Y.Th. Westra	"hab1, 2x det1"
9099		Pleurothallis		"9098, 9099, 9100"	[Peru]		"J.M. Wubben, Hollandsche Rading"			01+02/05	1982	L.Y.Th. Westra	"hab1, 2x det1"
9100		Pleurothallis		"9098, 9099, 9100"	[Peru]		"J.M. Wubben, Hollandsche Rading"			01+02/05	1982	L.Y.Th. Westra	"hab1, 2x det1"
9223		Pleurothallis		"9223, 9224, 9225, 9226"			"J.M. Wubben, Hollandsche Rading"			25/09	1982	L.Y.Th. Westra	"hab1, 2x det1"
9225		Pleurothallis		"9223, 9224, 9225, 9226"			"J.M. Wubben, Hollandsche Rading"			25/09	1982	L.Y.Th. Westra	"hab1, 2x det1"
9339		Pleurothallis		"9338, 9339, 9340"	[Ecuador]		Botanische Tuinen Universiteit Utrecht 00ZW11804	[P.J.M. Maas]		2-May	1983	L.Y.Th. Westra	"2x hab1, det1"
9340		Pleurothallis		"9338, 9339, 9340"	[Ecuador]		Botanische Tuinen Universiteit Utrecht 00ZW11804	[P.J.M. Maas]		2-May	1983	L.Y.Th. Westra	"2x hab1, det1"
8180		Pleurothallis		"8179,8180, 8181, 8182"	[Mexico]		"hr. Mulder, Wageningen"			14/09	1980	L.Y.Th. Westra	"hab1, 3x det1"	Myoxanthus
8182		Pleurothallis		"8179,8180, 8181, 8182"	[Mexico]		"hr. Mulder, Wageningen"			14/09	1980	L.Y.Th. Westra	"hab1, 3x det1"	Myoxanthus
9269		Pleurothallis	acuminata (Kunth) Lindl.	"9269, 9270, 9271, 9272"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11433	[A.M. Cleef]		30/10	1982	L.Y.Th. Westra	"hab1, det1, 2x ddet1"
9270		Pleurothallis	acuminata (Kunth) Lindl.	"9269, 9270, 9271, 9272"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11433	[A.M. Cleef]		30/10	1982	L.Y.Th. Westra	"hab1, det1, 2x ddet1"
9271		Pleurothallis	acuminata (Kunth) Lindl.	"9269, 9270, 9271, 9272"	[Colombia]		Botanische Tuinen Universiteit Utrecht 00ZW11433	[A.M. Cleef]		30/10	1982	L.Y.Th. Westra	"hab1, det1, 2x ddet1"
4791		Pleurothallis	alexandrae Schltr.	"4791, 4792, 4793, 4794"	[Panama]		"J.M. Wubben, Hollandsche Rading"			22/02	1975	L.Y.Th. Westra	"hab1, 3x det1"
4792		Pleurothallis	alexandrae Schltr.	"4791, 4792, 4793, 4794"	[Panama]		"J.M. Wubben, Hollandsche Rading"			22/02	1975	L.Y.Th. Westra	"hab1, 3x det1"
4793		Pleurothallis	alexandrae Schltr.	"4791, 4792, 4793, 4794"	[Panama]		"J.M. Wubben, Hollandsche Rading"			22/02	1975	L.Y.Th. Westra	"hab1, 3x det1"
4794		Pleurothallis	alexandrae Schltr.	"4791, 4792, 4793, 4794"	[Panama]		"J.M. Wubben, Hollandsche Rading"			22/02	1975	L.Y.Th. Westra	"hab1, 3x det1"
6860		Pleurothallis	asperilinguis Rchb.f. & Warsz.	"6860, 6861, 6862"			"J.M. Wubben, Hollandsche Rading"			28/04	1978	L.Y.Th. Westra	"hab1, 2x det1"
6861		Pleurothallis	asperilinguis Rchb.f. & Warsz.	"6860, 6861, 6862"			"J.M. Wubben, Hollandsche Rading"			28/04	1978	L.Y.Th. Westra	"hab1, 2x det1"
7384		Pleurothallis	asperilinguis Rchb.f. & Warsz.	"7384, 7385, 7386"			Hortus VU Amsterdam			21/03	1979	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
7385		Pleurothallis	asperilinguis Rchb.f. & Warsz.	"7384, 7385, 7386"			Hortus VU Amsterdam			21/03	1979	L.Y.Th. Westra & A. Kuiper	"hab1, 2x det1"
3211		Pleurothallis	aveniformis Hoehne	"3211, 3212, 3213, 3214, 3215"			"J.M. Wubben, Hollandsche Rading"		bloemen in 2 kleuren	14/08	1972	L.Y.Th. Westra	"hab1, 2x 2x det1"
3212		Pleurothallis	aveniformis Hoehne	"3211, 3212, 3213, 3214, 3215"			"J.M. Wubben, Hollandsche Rading"		bloemen in 2 kleuren	14/08	1972	L.Y.Th. Westra	"hab1, 2x 2x det1"
3213		Pleurothallis	aveniformis Hoehne	"3211, 3212, 3213, 3214, 3215"			"J.M. Wubben, Hollandsche Rading"		bloemen in 2 kleuren	14/08	1972	L.Y.Th. Westra	"hab1, 2x 2x det1"
3214		Pleurothallis	aveniformis Hoehne	"3211, 3212, 3213, 3214, 3215"			"J.M. Wubben, Hollandsche Rading"		bloemen in 2 kleuren	14/08	1972	L.Y.Th. Westra	"hab1, 2x 2x det1"
3215		Pleurothallis	aveniformis Hoehne	"3211, 3212, 3213, 3214, 3215"			"J.M. Wubben, Hollandsche Rading"		bloemen in 2 kleuren	14/08	1972	L.Y.Th. Westra	"hab1, 2x 2x det1"
2673		Pleurothallis	barbulata Lindl.	"2673, 2674, 2675, 2676"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/11	1971	L.Y.Th. Westra	"hab1, 3x det1"
2674		Pleurothallis	barbulata Lindl.	"2673, 2674, 2675, 2676"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/11	1971	L.Y.Th. Westra	"hab1, 3x det1"
2675		Pleurothallis	barbulata Lindl.	"2673, 2674, 2675, 2676"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/11	1971	L.Y.Th. Westra	"hab1, 3x det1"
2676		Pleurothallis	barbulata Lindl.	"2673, 2674, 2675, 2676"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	27/11	1971	L.Y.Th. Westra	"hab1, 3x det1"
6133		Pleurothallis	barbulata Lindl.	"6133, 6134, 6135, 6136"			Botanische Tuinen Universiteit Utrecht 00ZW11341 ['86]			4-Sep	1977	L.Y.Th. Westra	"hab1, 3x det1"
6134		Pleurothallis	barbulata Lindl.	"6133, 6134, 6135, 6136"			Botanische Tuinen Universiteit Utrecht 00ZW11341 ['86]			4-Sep	1977	L.Y.Th. Westra	"hab1, 3x det1"
6135		Pleurothallis	barbulata Lindl.	"6133, 6134, 6135, 6136"			Botanische Tuinen Universiteit Utrecht 00ZW11341 ['86]			4-Sep	1977	L.Y.Th. Westra	"hab1, 3x det1"
5406		Pleurothallis	blaisdellii S.Watson	"5406, 5407, 5408"	[Peru]		"J.M. Wubben, Hollandsche Rading"			21/02	1976	L.Y.Th. Westra	"hab1, 2x det1"	Trichosalpinx blaisdellii (S.Watson) Luer
5407		Pleurothallis	blaisdellii S.Watson	"5406, 5407, 5408"	[Peru]		"J.M. Wubben, Hollandsche Rading"			21/02	1976	L.Y.Th. Westra	"hab1, 2x det1"	Trichosalpinx blaisdellii (S.Watson) Luer
5408		Pleurothallis	blaisdellii S.Watson	"5406, 5407, 5408"	[Peru]		"J.M. Wubben, Hollandsche Rading"			21/02	1976	L.Y.Th. Westra	"hab1, 2x det1"	Trichosalpinx blaisdellii (S.Watson) Luer
9374		Pleurothallis	blaisdellii S.Watson	"9374, 9375, 9376"	[Guyana]		Botanische Tuinen Universiteit Utrecht 00ZW11753	"[P.J.M. Maas & J.H. Snuverink, 1979]"		4-Jan	1983	L.Y.Th. Westra	"hab1, 2x det1"	Trichosalpinx blaisdellii (S.Watson) Luer
9375		Pleurothallis	blaisdellii S.Watson	"9374, 9375, 9376"	[Guyana]		Botanische Tuinen Universiteit Utrecht 00ZW11753	"[P.J.M. Maas & J.H. Snuverink, 1979]"		4-Jan	1983	L.Y.Th. Westra	"hab1, 2x det1"	Trichosalpinx blaisdellii (S.Watson) Luer
2578		Pleurothallis	brevipes Focke	"2578, 2579, 2580, 2581"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	16/10	1971	L.Y.Th. Westra	"hab1, 3x det1"
2579		Pleurothallis	brevipes Focke	"2578, 2579, 2580, 2581"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	16/10	1971	L.Y.Th. Westra	"hab1, 3x det1"
2580		Pleurothallis	brevipes Focke	"2578, 2579, 2580, 2581"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	16/10	1971	L.Y.Th. Westra	"hab1, 3x det1"
2581		Pleurothallis	brevipes Focke	"2578, 2579, 2580, 2581"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	16/10	1971	L.Y.Th. Westra	"hab1, 3x det1"
3317		Pleurothallis	breviscapa C.Schweinf.	"3317, 3318, 3319, 3320"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10780	[Prance 13031 <in>]		20/10	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
3318		Pleurothallis	breviscapa C.Schweinf.	"3317, 3318, 3319, 3320"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10780	[Prance 13031 <in>]		20/10	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
3319		Pleurothallis	breviscapa C.Schweinf.	"3317, 3318, 3319, 3320"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10780	[Prance 13031 <in>]		20/10	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
3320		Pleurothallis	breviscapa C.Schweinf.	"3317, 3318, 3319, 3320"	[Brazilië; Acre]		Botanische Tuinen Universiteit Utrecht 00ZW10780	[Prance 13031 <in>]		20/10	1972	L.Y.Th. Westra & A. Kuiper	"hab1, 3x det1"
7728		Pleurothallis	breviscapa C.Schweinf.	"7728, 7729, 7730, 7731"			"J.M. Wubben, Hollandsche Rading"			22/09	1979	L.Y.Th. Westra	"hab1, 3x det1"
7731		Pleurothallis	breviscapa C.Schweinf.	"7728, 7729, 7730, 7731"			"J.M. Wubben, Hollandsche Rading"			22/09	1979	L.Y.Th. Westra	"hab1, 3x det1"
5864		Pleurothallis	breviscapa  vel. aff.	"5864, 5865, 5866, 5867"	[Venezuela]			"J.M. Wubben, Hollandsche Rading"		30/10	1976	L.Y.Th. Westra	"hab1, 3x det1"	niet geverifieerd
5865		Pleurothallis	breviscapa  vel. aff.	"5864, 5865, 5866, 5867"	[Venezuela]			"J.M. Wubben, Hollandsche Rading"		30/10	1976	L.Y.Th. Westra	"hab1, 3x det1"	niet geverifieerd
5866		Pleurothallis	breviscapa  vel. aff.	"5864, 5865, 5866, 5867"	[Venezuela]			"J.M. Wubben, Hollandsche Rading"		30/10	1976	L.Y.Th. Westra	"hab1, 3x det1"	niet geverifieerd
5741		Pleurothallis	cabellensis Rchb.f.	"5741, 5742, 5743, 5744"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		31/07	1976	L.Y.Th. Westra	"hab1, 3x det1"
5742		Pleurothallis	cabellensis Rchb.f.	"5741, 5742, 5743, 5744"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		31/07	1976	L.Y.Th. Westra	"hab1, 3x det1"
5743		Pleurothallis	cabellensis Rchb.f.	"5741, 5742, 5743, 5744"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"	"[J.M. Wubben, 1976]"		31/07	1976	L.Y.Th. Westra	"hab1, 3x det1"
3521		Pleurothallis	caespitosa Barb.Rodr.	"3521, 3522, 3523"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			28/01	1973	L.Y.Th. Westra	"hab1, 2x det1"
3522		Pleurothallis	caespitosa Barb.Rodr.	"3521, 3522, 3523"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			28/01	1973	L.Y.Th. Westra	"hab1, 2x det1"
3523		Pleurothallis	caespitosa Barb.Rodr.	"3521, 3522, 3523"	[Brazilië]		"J.M. Wubben, Hollandsche Rading"			28/01	1973	L.Y.Th. Westra	"hab1, 2x det1"
4053		Pleurothallis	cardiothallis Rchb.f.	"4053, 4054, 4055"			"J.M. Wubben, Hollandsche Rading"			24/11	1973	L.Y.Th. Westra	"hab1, 2x det1"
4054		Pleurothallis	cardiothallis Rchb.f.	"4053, 4054, 4055"			"J.M. Wubben, Hollandsche Rading"			24/11	1973	L.Y.Th. Westra	"hab1, 2x det1"
4055		Pleurothallis	cardiothallis Rchb.f.	"4053, 4054, 4055"			"J.M. Wubben, Hollandsche Rading"			24/11	1973	L.Y.Th. Westra	"hab1, 2x det1"
3066		Pleurothallis	chamensis Lindl.	"3066, 3067, 3068"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			24/06	1972	L.Y.Th. Westra	"hab1, 2x det1"
3067		Pleurothallis	chamensis Lindl.	"3066, 3067, 3068"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			24/06	1972	L.Y.Th. Westra	"hab1, 2x det1"
3068		Pleurothallis	chamensis Lindl.	"3066, 3067, 3068"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			24/06	1972	L.Y.Th. Westra	"hab1, 2x det1"
2415		Pleurothallis	ciliaris (Lindl.) L.O.Williams	"2415, 2416, 2417, 2418"			"J.M. Wubben, Hollandsche Rading"			20/06	1971	L.Y.Th. Westra	"hab1, dhab1, 2x det1"	Trichosalpinx ciliaris (Lindl.) Luer
2416		Pleurothallis	ciliaris (Lindl.) L.O.Williams	"2415, 2416, 2417, 2418"			"J.M. Wubben, Hollandsche Rading"			20/06	1971	L.Y.Th. Westra	"hab1, dhab1, 2x det1"	Trichosalpinx ciliaris (Lindl.) Luer
2417		Pleurothallis	ciliaris (Lindl.) L.O.Williams	"2415, 2416, 2417, 2418"			"J.M. Wubben, Hollandsche Rading"			20/06	1971	L.Y.Th. Westra	"hab1, dhab1, 2x det1"	Trichosalpinx ciliaris (Lindl.) Luer
2418		Pleurothallis	ciliaris (Lindl.) L.O.Williams	"2415, 2416, 2417, 2418"			"J.M. Wubben, Hollandsche Rading"			20/06	1971	L.Y.Th. Westra	"hab1, dhab1, 2x det1"	Trichosalpinx ciliaris (Lindl.) Luer
2895		Pleurothallis	ciliaris (Lindl.) L.O.Williams (vel aff.)	"2895, 2896, 2897, 2898"			"J.M. Wubben, Hollandsche Rading"		NB. petalen gekleurd	16/04	1972	L.Y.Th. Westra	"hab1, 3x det1"	Trichosalpinx ciliaris (Lindl.) Luer
2896		Pleurothallis	ciliaris (Lindl.) L.O.Williams (vel aff.)	"2895, 2896, 2897, 2898"			"J.M. Wubben, Hollandsche Rading"		NB. petalen gekleurd	16/04	1972	L.Y.Th. Westra	"hab1, 3x det1"	Trichosalpinx ciliaris (Lindl.) Luer
2897		Pleurothallis	ciliaris (Lindl.) L.O.Williams (vel aff.)	"2895, 2896, 2897, 2898"			"J.M. Wubben, Hollandsche Rading"		NB. petalen gekleurd	16/04	1972	L.Y.Th. Westra	"hab1, 3x det1"	Trichosalpinx ciliaris (Lindl.) Luer
2898		Pleurothallis	ciliaris (Lindl.) L.O.Williams (vel aff.)	"2895, 2896, 2897, 2898"			"J.M. Wubben, Hollandsche Rading"		NB. petalen gekleurd	16/04	1972	L.Y.Th. Westra	"hab1, 3x det1"	Trichosalpinx ciliaris (Lindl.) Luer
2455		Pleurothallis	ciliolata Schltr.	"2455, 2456, 2457"			"J.M. Wubben, Hollandsche Rading"			24/07	1971	L.Y.Th. Westra	"hab1, 2x det1"
2456		Pleurothallis	ciliolata Schltr.	"2455, 2456, 2457"			"J.M. Wubben, Hollandsche Rading"			24/07	1971	L.Y.Th. Westra	"hab1, 2x det1"
2457		Pleurothallis	ciliolata Schltr.	"2455, 2456, 2457"			"J.M. Wubben, Hollandsche Rading"			24/07	1971	L.Y.Th. Westra	"hab1, 2x det1"
4250		Pleurothallis	ciliolata Schltr.	"4249 p.p., 4250, 4251"			"J.M. Wubben, Hollandsche Rading"		labellum I/ñII	27/02	1974	L.Y.Th. Westra	"hab1, 2x det1"
1041		Pleurothallis	circumplexa Lindl.	"1041, 1042, 1043"	[Costa Rica]		Botanische Tuinen Universiteit Utrecht 00ZW10087	[P. Grijpma]		26/08	1967	L.Y.Th. Westra	"hab1, 2x det1"
1042		Pleurothallis	circumplexa Lindl.	"1041, 1042, 1043"	[Costa Rica]		Botanische Tuinen Universiteit Utrecht 00ZW10087	[P. Grijpma]		26/08	1967	L.Y.Th. Westra	"hab1, 2x det1"
1043		Pleurothallis	circumplexa Lindl.	"1041, 1042, 1043"	[Costa Rica]		Botanische Tuinen Universiteit Utrecht 00ZW10087	[P. Grijpma]		26/08	1967	L.Y.Th. Westra	"hab1, 2x det1"
4756		Pleurothallis	circumplexa Lindl.	"4756, 4757, 4758"			"J.M. Wubben, Hollandsche Rading"			18/01	1975	L.Y.Th. Westra	"hab1, 2x det1"
4757		Pleurothallis	circumplexa Lindl.	"4756, 4757, 4758"			"J.M. Wubben, Hollandsche Rading"			18/01	1975	L.Y.Th. Westra	"hab1, 2x det1"
4758		Pleurothallis	circumplexa Lindl.	"4756, 4757, 4758"			"J.M. Wubben, Hollandsche Rading"			18/01	1975	L.Y.Th. Westra	"hab1, 2x det1"
5575		Pleurothallis	cordifolia Rchb.f.	"5575, 5576, 5577"			"J.M. Wubben, Hollandsche Rading"			22/05	1976	L.Y.Th. Westra	"hab1, 2x det1"
5576		Pleurothallis	cordifolia Rchb.f.	"5575, 5576, 5577"			"J.M. Wubben, Hollandsche Rading"			22/05	1976	L.Y.Th. Westra	"hab1, 2x det1"
3831		Pleurothallis	crenata Lindl.	"3831, 3832, 3833"			"J.M. Wubben, Hollandsche Rading"			8-Nov	1973	L.Y.Th. Westra	"hab1, 2x det1"
3832		Pleurothallis	crenata Lindl.	"3831, 3832, 3833"			"J.M. Wubben, Hollandsche Rading"			8-Nov	1973	L.Y.Th. Westra	"hab1, 2x det1"
1134		Pleurothallis	cuneifolia Cogn.	"1134, 1135, 1136"			Cantonspark Baarn 10022			2-Oct	1968	L.Y.Th. Westra	"hab1, 2x det1"
1135		Pleurothallis	cuneifolia Cogn.	"1134, 1135, 1136"			Cantonspark Baarn 10022			2-Oct	1968	L.Y.Th. Westra	"hab1, 2x det1"
1136		Pleurothallis	cuneifolia Cogn.	"1134, 1135, 1136"			Cantonspark Baarn 10022			2-Oct	1968	L.Y.Th. Westra	"hab1, 2x det1"
1143		Pleurothallis	cuneifolia Cogn.	"1143, 1145, 1145"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			13/02	1968	L.Y.Th. Westra	"hab1, 2x det1"
1145		Pleurothallis	cuneifolia Cogn.	"1143, 1145, 1145"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			13/02	1968	L.Y.Th. Westra	"hab1, 2x det1"
1145		Pleurothallis	cuneifolia Cogn.	"1143, 1145, 1145"			"M.A. de Rico Consuelo-Knoppe, Driebergen ? of J.M. Wubben, Hollandsche Rading"			13/02	1968	L.Y.Th. Westra	"hab1, 2x det1"
7217		Pleurothallis	cuneifolia Cogn.	"7217, 7218, 7219, 7220"			"J.M. Wubben, Hollandsche Rading"			11-Nov	1978	L.Y.Th. Westra	"hab1, 3x det1"	vlgs. Pabst synoniem van P. hypnicola Lindl.
7218		Pleurothallis	cuneifolia Cogn.	"7217, 7218, 7219, 7220"			"J.M. Wubben, Hollandsche Rading"			11-Nov	1978	L.Y.Th. Westra	"hab1, 3x det1"	vlgs. Pabst synoniem van P. hypnicola Lindl.
7219		Pleurothallis	cuneifolia Cogn.	"7217, 7218, 7219, 7220"			"J.M. Wubben, Hollandsche Rading"			11-Nov	1978	L.Y.Th. Westra	"hab1, 3x det1"	vlgs. Pabst synoniem van P. hypnicola Lindl.
1058		Pleurothallis	decipiens Ames & C.Schweinf.	"1057, 1058, 1059"	[Costa Rica]		Botanische Tuinen Universiteit Utrecht 00ZW10036			9-Aug	1967	L.Y.Th. Westra	"hab1, 2x det1"
1059		Pleurothallis	decipiens Ames & C.Schweinf.	"1057, 1058, 1059"	[Costa Rica]		Botanische Tuinen Universiteit Utrecht 00ZW10036			9-Aug	1967	L.Y.Th. Westra	"hab1, 2x det1"
4120		Pleurothallis	decipiens Ames & C.Schweinf.	"4120, 4121, 4122"	[Costa Rica]		Botanische Tuinen Universiteit Utrecht 00ZW10036			24/12	1973	L.Y.Th. Westra	"hab1, 2x det1"
4121		Pleurothallis	decipiens Ames & C.Schweinf.	"4120, 4121, 4122"	[Costa Rica]		Botanische Tuinen Universiteit Utrecht 00ZW10036			24/12	1973	L.Y.Th. Westra	"hab1, 2x det1"
7829		Pleurothallis	decipiens Ames & C.Schweinf.	"7829, 7830, 7831"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			26/01	1980	L.Y.Th. Westra	"hab1, 2x det1"
7830		Pleurothallis	decipiens Ames & C.Schweinf.	"7829, 7830, 7831"	[Venezuela]		"J.M. Wubben, Hollandsche Rading"			26/01	1980	L.Y.Th. Westra	"hab1, 2x det1"
3084		Pleurothallis	diffusiflora C.Schweinf.	"3084, 3085, 3086, 3087"			"J.M. Wubben, Hollandsche Rading"		labellum I/II	7-Aug	1972	L.Y.Th. Westra	"hab1, 3x det1"
